id,title,body,category,priority,title_length,body_length,text,text_clean,len_words_raw,len_words_clean,split
132,err validazione: codice fiscale corretto rifiutato dal sistema con errore critico con performance,"Timeout puntuale durante la ricerca fatture per data. La query va in err solo se si seleziona un intervallo superiore a 30 giorni. Costringe gli operatori a fare ricerche frazionate. Molto scomodo per l'operatività quotidiana, serve ottimizzazione., problema su analisi con errore critico con buge",Amministrazione,alta,97,297,"err validazione: codice fiscale corretto rifiutato dal sistema con errore critico con performance Timeout puntuale durante la ricerca fatture per data. La query va in err solo se si seleziona un intervallo superiore a 30 giorni. Costringe gli operatori a fare ricerche frazionate. Molto scomodo per l'operatività quotidiana, serve ottimizzazione., problema su analisi con errore critico con buge",err validazione codice fiscale corretto rifiutato dal sistema con errore critico con performance timeout puntuale durante la ricerca fatture per data la query va in err solo se si seleziona un intervallo superiore a 30 giorni costringe gli operatori a fare ricerche frazionate molto scomodo per l operatività quotidiana serve ottimizzazione problema su analisi con errore critico con buge,58,59,test
133,Blocco sistema durante elaborazione fattura 5556/20 per Casale-Dovara s.r.l.,"Attività di background: archiviazione documenti storici cliente Casale-Dovara s.r.l. per anno 1975. Si tratta di spostare vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il tsak può girare nei momenti di inattività del system. Operazione di manutenzione ordinaria del database. - relativo a  grazie mille",Amministrazione,bassa,76,357,"Blocco sistema durante elaborazione fattura 5556/20 per Casale-Dovara s.r.l. Attività di background: archiviazione documenti storici cliente Casale-Dovara s.r.l. per anno 1975. Si tratta di spostare vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il tsak può girare nei momenti di inattività del system. Operazione di manutenzione ordinaria del database. - relativo a  grazie mille",blocco sistema durante elaborazione fattura 5556 20 per casale dovara s r l attività di background archiviazione documenti storici cliente casale dovara s r l per anno 1975 si tratta di spostare vecchi file fatture contratti nell archivio morto per liberare spazio nessuna urgenza operativa il tsak può girare nei momenti di inattività del system operazione di manutenzione ordinaria del database relativo a grazie mille,58,65,train
134,Sistema fermo ordini non risponde - utenti bloccati su gestione anagrafiche,Procedura di backup storico: export fatture anno 1986 per archivio sicurezza. Generazione file statico in formaot XML da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti. login fallito,Amministrazione,alta,75,280,Sistema fermo ordini non risponde - utenti bloccati su gestione anagrafiche Procedura di backup storico: export fatture anno 1986 per archivio sicurezza. Generazione file statico in formaot XML da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti. login fallito,sistema fermo ordini non risponde utenti bloccati su gestione anagrafiche procedura di backup storico export fatture anno 1986 per archivio sicurezza generazione file statico in formaot xml da conservare server side operazione a bassa priorità da accodare ai job notturni o weekend serve solo per compliance e non per attività correnti login fallito,53,53,train
135,problem stampa: impossibile stampare fattura 5740/20 (cliente aspetta),"Il system ordini non risponde alle riciheste di accesso da parte degli utenti maministrativi. Abbiamo la produzione ferma: impossibile gestire le anagrafiche clienti e fornitoir. Circa 9 utenti bloccati, nessuno riesce ad accedere alle funzionalità di gestione documenti. Il problema si manifesta in ambiente sviluppo con timeout continui. per login fallito login fallito - memory leak",Amministrazione,alta,70,385,"problem stampa: impossibile stampare fattura 5740/20 (cliente aspetta) Il system ordini non risponde alle riciheste di accesso da parte degli utenti maministrativi. Abbiamo la produzione ferma: impossibile gestire le anagrafiche clienti e fornitoir. Circa 9 utenti bloccati, nessuno riesce ad accedere alle funzionalità di gestione documenti. Il problema si manifesta in ambiente sviluppo con timeout continui. per login fallito login fallito - memory leak",problem stampa impossibile stampare fattura 5740 20 cliente aspetta il system ordini non risponde alle riciheste di accesso da parte degli utenti maministrativi abbiamo la produzione ferma impossibile gestire le anagrafiche clienti e fornitoir circa 9 utenti bloccati nessuno riesce ad accedere alle funzionalità di gestione documenti il problema si manifesta in ambiente sviluppo con timeout continui per login fallito login fallito memory leak,64,64,train
136,Mancata notifica: email approvazione persa (processo fermo),Proposta di manutenzione ordinaria: pulizia account inattiiv da lungo periodo. Lista di 1 utenti che non accedono da mesi. Attiviàt di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione.,Amministrazione,bassa,59,255,Mancata notifica: email approvazione persa (processo fermo) Proposta di manutenzione ordinaria: pulizia account inattiiv da lungo periodo. Lista di 1 utenti che non accedono da mesi. Attiviàt di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione.,mancata notifica email approvazione persa processo fermo proposta di manutenzione ordinaria pulizia account inattiiv da lungo periodo lista di 1 utenti che non accedono da mesi attiviàt di igiene del database da schedulare come task di routine nessun impatto sugli utenti attivi o sul servizio di produzione,47,47,train
137,Errore stampa: impossibile stampare fattura 1598/20 (cliente aspetta) per condizioni commerciali per memory leak,"Mancata ricezione notifica approvazione ordine ORD-97986. Il responsabile ha approvato, ma l'email non è arrivata all'amministrazione. Senza notifica la fatturazione non parte. Verificare code di posta in uscita su ambiente sviluppo.",Amministrazione,media,112,233,"Errore stampa: impossibile stampare fattura 1598/20 (cliente aspetta) per condizioni commerciali per memory leak Mancata ricezione notifica approvazione ordine ORD-97986. Il responsabile ha approvato, ma l'email non è arrivata all'amministrazione. Senza notifica la fatturazione non parte. Verificare code di posta in uscita su ambiente sviluppo.",errore stampa impossibile stampare fattura 1598 20 cliente aspetta per condizioni commerciali per memory leak mancata ricezione notifica approvazione ordine ord 97986 il responsabile ha approvato ma l email non è arrivata all amministrazione senza notifica la fatturazione non parte verificare code di posta in uscita su ambiente sviluppo,45,49,train
138,Timeout ricerca: impossibile filtrare fatture > 30 giorni,Proposta di manutenzione ordinaria: pulizia account inattivi da lungo periodo. Lista di 4 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione. - relativo a gestione,Amministrazione,media,57,277,Timeout ricerca: impossibile filtrare fatture > 30 giorni Proposta di manutenzione ordinaria: pulizia account inattivi da lungo periodo. Lista di 4 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione. - relativo a gestione,timeout ricerca impossibile filtrare fatture 30 giorni proposta di manutenzione ordinaria pulizia account inattivi da lungo periodo lista di 4 utenti che non accedono da mesi attività di igiene del database da schedulare come task di routine nessun impatto sugli utenti attivi o sul servizio di produzione relativo a gestione,52,50,train
139,Log: inserimento anagrafica Vespa-Sabbatini Group,Procedura di backup storico: epxort fatture anno 1979 per archivio sicurezza. Generazione file statico in formato CSV da conservrae server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti.,Amministrazione,bassa,49,266,Log: inserimento anagrafica Vespa-Sabbatini Group Procedura di backup storico: epxort fatture anno 1979 per archivio sicurezza. Generazione file statico in formato CSV da conservrae server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti.,log inserimento anagrafica vespa sabbatini group procedura di backup storico epxort fatture anno 1979 per archivio sicurezza generazione file statico in formato csv da conservrae server side operazione a bassa priorità da accodare ai job notturni o weekend serve solo per compliance e non per attività correnti,45,47,train
140,Monitoraggio: log modulo utenti (nessun errore) con bug,"Errore validazione codice fiscale per nuovo cliente Ariasso, Bertoli e Buonauro SPA. Il sistema lo segna come errato anche se è formalmente valido. Impedisce il salvataggio della scheda cliente. Necessario bypassare il controllo o correggere l'algoritmo di validazione. - condizioni commerciali memory leak preventivo",Amministrazione,media,55,317,"Monitoraggio: log modulo utenti (nessun errore) con bug Errore validazione codice fiscale per nuovo cliente Ariasso, Bertoli e Buonauro SPA. Il sistema lo segna come errato anche se è formalmente valido. Impedisce il salvataggio della scheda cliente. Necessario bypassare il controllo o correggere l'algoritmo di validazione. - condizioni commerciali memory leak preventivo",monitoraggio log modulo utenti nessun errore con bug errore validazione codice fiscale per nuovo cliente ariasso bertoli e buonauro spa il sistema lo segna come errato anche se è formalmente valido impedisce il salvataggio della scheda cliente necessario bypassare il controllo o correggere l algoritmo di validazione condizioni commerciali memory leak preventivo,52,52,train
141,bug validazione: codice fiscale corretto rifiutato dal sys,Controllo qualità dati contabili storici per archivio. Verifica di routine sulla coerenza dei vecchi movimenti di anin pasasti. Non blocca nessuan attività corrente e non richiede correzioni urgenti. Si può procedere gradualmente alla validazione dei record passati. dati,Amministrazione,media,58,271,bug validazione: codice fiscale corretto rifiutato dal sys Controllo qualità dati contabili storici per archivio. Verifica di routine sulla coerenza dei vecchi movimenti di anin pasasti. Non blocca nessuan attività corrente e non richiede correzioni urgenti. Si può procedere gradualmente alla validazione dei record passati. dati,bug validazione codice fiscale corretto rifiutato dal sys controllo qualità dati contabili storici per archivio verifica di routine sulla coerenza dei vecchi movimenti di anin pasasti non blocca nessuan attività corrente e non richiede correzioni urgenti si può procedere gradualmente alla validazione dei record passati dati,46,46,train
142,Sistema fermo clienti non risponde - utenti bloccati su gestione anagrafiche - crash disponibilità,"L'utente admin_01 segnala lentezza esasperante nel modulo fatturazione. Il salvataggio di ogni fattura impiega 30-40 secondi. Non è un blocco totale, ma dimezza la produttività dell'ufficio. Necessaria check performance database o rete su ambiente test. - listino",Amministrazione,alta,98,263,"Sistema fermo clienti non risponde - utenti bloccati su gestione anagrafiche - crash disponibilità L'utente admin_01 segnala lentezza esasperante nel modulo fatturazione. Il salvataggio di ogni fattura impiega 30-40 secondi. Non è un blocco totale, ma dimezza la produttività dell'ufficio. Necessaria check performance database o rete su ambiente test. - listino",sistema fermo clienti non risponde utenti bloccati su gestione anagrafiche crash disponibilità l utente admin_01 segnala lentezza esasperante nel modulo fatturazione il salvataggio di ogni fattura impiega 30 40 secondi non è un blocco totale ma dimezza la produttività dell ufficio necessaria check performance database o rete su ambiente test listino,51,51,train
143,Backup: storico fatture 2012,"Attività di background: archiviazione dcoumenti storici clinete Baracca SPA per anno 2012. Si tratat di spostare vcechi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei momenti di inattività del applicativo. Operazione di manutenzione ordinaria del database. ambiente",Amministrazione,bassa,28,335,"Backup: storico fatture 2012 Attività di background: archiviazione dcoumenti storici clinete Baracca SPA per anno 2012. Si tratat di spostare vcechi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei momenti di inattività del applicativo. Operazione di manutenzione ordinaria del database. ambiente",backup storico fatture 2012 attività di background archiviazione dcoumenti storici clinete baracca spa per anno 2012 si tratat di spostare vcechi file fatture contratti nell archivio morto per liberare spazio nessuna urgenza operativa il task può girare nei momenti di inattività del applicativo operazione di manutenzione ordinaria del database ambiente,49,50,train
144,Task: aggiornamento anagrafica pianificato,"Nota di aggiornamento anagrafica per cliente Cremonesi, Tornatore e Sagredo s.r.l. nel sys vendite. Inseriti dati nuovo referente operatore_23 a puor titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo stoirco contatti. - relativo a problema listino",Amministrazione,media,42,333,"Task: aggiornamento anagrafica pianificato Nota di aggiornamento anagrafica per cliente Cremonesi, Tornatore e Sagredo s.r.l. nel sys vendite. Inseriti dati nuovo referente operatore_23 a puor titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo stoirco contatti. - relativo a problema listino",task aggiornamento anagrafica pianificato nota di aggiornamento anagrafica per cliente cremonesi tornatore e sagredo s r l nel sys vendite inseriti dati nuovo referente operatore_23 a puor titolo informativo per il database nessuna azione di sincronizzazione richiesta al momento semplice data entry per tenere ordinato lo stoirco contatti relativo a problema listino,51,52,test
145,Crash critico modulo magazzino durante elaborazione ordini cliente,"Richiesta PDF aggiornato del manuale utente modulo magazzino. La versione sul server è obsoleta (manca capitolo 5). Non serve per attività correnti, ma per completezza archivio documentale. Inviare file quando disponibile.. Segnalato anche timeoutd",Tecnico,alta,66,248,"Crash critico modulo magazzino durante elaborazione ordini cliente Richiesta PDF aggiornato del manuale utente modulo magazzino. La versione sul server è obsoleta (manca capitolo 5). Non serve per attività correnti, ma per completezza archivio documentale. Inviare file quando disponibile.. Segnalato anche timeoutd",crash critico modulo magazzino durante elaborazione ordini cliente richiesta pdf aggiornato del manuale utente modulo magazzino la versione sul server è obsoleta manca capitolo 5 non serve per attività correnti ma per completezza archivio documentale inviare file quando disponibile segnalato anche timeoutd,42,42,test
146,Vulnerabilità security: patch richiesta entro 30gg per sconto per importo,"iPanificazione attività di shadowing per upgrade sistema ERP. Vorrei assistere alle operazioni edlla prossima settimana per imparare. Nessun intervento attivo ricihesto, solo presenaz come osservatore. Attività di formazione interna on-the-job.  richiesta esterna scadenza - preventivo suggerimento",Tecnico,bassa,73,298,"Vulnerabilità security: patch richiesta entro 30gg per sconto per importo iPanificazione attività di shadowing per upgrade sistema ERP. Vorrei assistere alle operazioni edlla prossima settimana per imparare. Nessun intervento attivo ricihesto, solo presenaz come osservatore. Attività di formazione interna on-the-job.  richiesta esterna scadenza - preventivo suggerimento",vulnerabilità security patch richiesta entro 30gg per sconto per importo ipanificazione attività di shadowing per upgrade sistema erp vorrei assistere alle operazioni edlla prossima settimana per imparare nessun intervento attivo ricihesto solo presenaz come osservatore attività di formazione interna on the job richiesta esterna scadenza preventivo suggerimento,46,47,train
147,Formattazione rotta: PDF report illeggibile,"Timeout sporadici durante l'update delle anagrafiche su vendite. Succede circa 1 volta su 10 tentativi. Riprova e funziona. Indice di insatbilità del database che va indagata, anche se non blocca il lavoro.. Segnalato anche controllo",Tecnico,media,43,233,"Formattazione rotta: PDF report illeggibile Timeout sporadici durante l'update delle anagrafiche su vendite. Succede circa 1 volta su 10 tentativi. Riprova e funziona. Indice di insatbilità del database che va indagata, anche se non blocca il lavoro.. Segnalato anche controllo",formattazione rotta pdf report illeggibile timeout sporadici durante l update delle anagrafiche su vendite succede circa 1 volta su 10 tentativi riprova e funziona indice di insatbilità del database che va indagata anche se non blocca il lavoro segnalato anche controllo,40,41,train
148,Glitch intermittente: tabella ordini a volte vuota preventivo,"Draft pianificazione manutenzione v3.0.0 per l'anno prossimo. Inizio raccolta requisiti preliminari per upgrade futuro. Attività di studio fattibilità a lungo termine. Nessuna scadenza imminente, solo fase di brainstorming tecnico.",Tecnico,media,61,231,"Glitch intermittente: tabella ordini a volte vuota preventivo Draft pianificazione manutenzione v3.0.0 per l'anno prossimo. Inizio raccolta requisiti preliminari per upgrade futuro. Attività di studio fattibilità a lungo termine. Nessuna scadenza imminente, solo fase di brainstorming tecnico.",glitch intermittente tabella ordini a volte vuota preventivo draft pianificazione manutenzione v3 0 0 per l anno prossimo inizio raccolta requisiti preliminari per upgrade futuro attività di studio fattibilità a lungo termine nessuna scadenza imminente solo fase di brainstorming tecnico,37,40,train
149,Servizio vendite non risponde - blocco operativo vendite per disponibilità - importo,Emergenza: rilevata perdita dati cliente Tassoni-Lussu s.r.l. su ambiente produzione. Informazioni inserite ieri in vendite non più disponibili. Query ricerca restituiscono errore ERR_TIMEOUT. Dati critici per fatzione ordine ORD-55973 e reportistica. Impossibile recuperare anagrafiche e storico transazioni. Richiesto intervento immediato per ripristino. - listino - condizioni commerciali per scadenza,Tecnico,alta,84,404,Servizio vendite non risponde - blocco operativo vendite per disponibilità - importo Emergenza: rilevata perdita dati cliente Tassoni-Lussu s.r.l. su ambiente produzione. Informazioni inserite ieri in vendite non più disponibili. Query ricerca restituiscono errore ERR_TIMEOUT. Dati critici per fatzione ordine ORD-55973 e reportistica. Impossibile recuperare anagrafiche e storico transazioni. Richiesto intervento immediato per ripristino. - listino - condizioni commerciali per scadenza,servizio vendite non risponde blocco operativo vendite per disponibilità importo emergenza rilevata perdita dati cliente tassoni lussu s r l su ambiente produzione informazioni inserite ieri in vendite non più disponibili query ricerca restituiscono errore err_timeout dati critici per fatzione ordine ord 55973 e reportistica impossibile recuperare anagrafiche e storico transazioni richiesto intervento immediato per ripristino listino condizioni commerciali per scadenza,61,61,test
150,Doc: manuale operativo magazzino per disponibilità,Disallineamento giacenze magazzino tra ERP e e-commerce. Alcuni articoli risultano disponibili online ma sono a zero in magazzino. Rischio ordini non evadibili. Forzare una sincronizzazione completa stanotte. - lieve per sconto,Tecnico,bassa,50,227,Doc: manuale operativo magazzino per disponibilità Disallineamento giacenze magazzino tra ERP e e-commerce. Alcuni articoli risultano disponibili online ma sono a zero in magazzino. Rischio ordini non evadibili. Forzare una sincronizzazione completa stanotte. - lieve per sconto,doc manuale operativo magazzino per disponibilità disallineamento giacenze magazzino tra erp e e commerce alcuni articoli risultano disponibili online ma sono a zero in magazzino rischio ordini non evadibili forzare una sincronizzazione completa stanotte lieve per sconto,37,37,train
151,Wishlist: estetica interfaccia clienti per listino per listino per ordine urgente,Glitch visuale nella tabella ordini: la colonna 'Totale' a volte appare vuota. Facendo refresh della pagina i dati compaiono. pb. intermittente che genera confusione nel reparto vendite. Non blocca gli ordini ma genera chiamate di assistenza inutili.,Tecnico,alta,81,250,Wishlist: estetica interfaccia clienti per listino per listino per ordine urgente Glitch visuale nella tabella ordini: la colonna 'Totale' a volte appare vuota. Facendo refresh della pagina i dati compaiono. pb. intermittente che genera confusione nel reparto vendite. Non blocca gli ordini ma genera chiamate di assistenza inutili.,wishlist estetica interfaccia clienti per listino per listino per ordine urgente glitch visuale nella tabella ordini la colonna totale a volte appare vuota facendo refresh della pagina i dati compaiono pb intermittente che genera confusione nel reparto vendite non blocca gli ordini ma genera chiamate di assistenza inutili,48,48,train
152,Test: funzionalità sandbox pre-produzione per sconto - disponibilità per listino,Query di ricerca clienti lenta: manca indice sulla colonna 'Partita IVA'. Ogni ricerca fa full table scan. Creare indiec per migliorare tempi di risposta. Attività di tuning DB standard. - relativo a controllo sconto,Tecnico,media,80,216,Test: funzionalità sandbox pre-produzione per sconto - disponibilità per listino Query di ricerca clienti lenta: manca indice sulla colonna 'Partita IVA'. Ogni ricerca fa full table scan. Creare indiec per migliorare tempi di risposta. Attività di tuning DB standard. - relativo a controllo sconto,test funzionalità sandbox pre produzione per sconto disponibilità per listino query di ricerca clienti lenta manca indice sulla colonna partita iva ogni ricerca fa full table scan creare indiec per migliorare tempi di risposta attività di tuning db standard relativo a controllo sconto,44,43,train
153,Coda email bloccata: 50 messaggi in attesa (ritardo comunicazioni),"oDmanda genreica su logica funzionamento sconti in Linea Pro. Serve per aggiornare il wiki interno e formare i junior. Il system funziona come atteso, si richiede solo conferma teorica della formula. Da gestire a tempo perso come attività di knolwedge sharing. con lieves",Tecnico,bassa,66,271,"Coda email bloccata: 50 messaggi in attesa (ritardo comunicazioni) oDmanda genreica su logica funzionamento sconti in Linea Pro. Serve per aggiornare il wiki interno e formare i junior. Il system funziona come atteso, si richiede solo conferma teorica della formula. Da gestire a tempo perso come attività di knolwedge sharing. con lieves",coda email bloccata 50 messaggi in attesa ritardo comunicazioni odmanda genreica su logica funzionamento sconti in linea pro serve per aggiornare il wiki interno e formare i junior il system funziona come atteso si richiede solo conferma teorica della formula da gestire a tempo perso come attività di knolwedge sharing con lieves,52,52,train
154,Errore job notturno: 5 record scartati su 1000,Emergenza: rilevata perdita dati cliente Serao-Romiti e figli su ambiente produzione. Informazioni inserite ieri in reportistica non più disponibili. Query ricerca restitiuscono bug SQL_ERROR_1045. Dati critici per fatturazione ordine ORD-46071 e reportistica. Impossibile recuperare anagrafiche e storico transazioni. Richiesto intervento immediato per ripristino.,Tecnico,alta,46,365,Errore job notturno: 5 record scartati su 1000 Emergenza: rilevata perdita dati cliente Serao-Romiti e figli su ambiente produzione. Informazioni inserite ieri in reportistica non più disponibili. Query ricerca restitiuscono bug SQL_ERROR_1045. Dati critici per fatturazione ordine ORD-46071 e reportistica. Impossibile recuperare anagrafiche e storico transazioni. Richiesto intervento immediato per ripristino.,errore job notturno 5 record scartati su 1000 emergenza rilevata perdita dati cliente serao romiti e figli su ambiente produzione informazioni inserite ieri in reportistica non più disponibili query ricerca restitiuscono bug sql_error_1045 dati critici per fatturazione ordine ord 46071 e reportistica impossibile recuperare anagrafiche e storico transazioni richiesto intervento immediato per ripristino,51,53,train
155,Vulnerabilità security: patch richiesta entro 30gg,Anomalia nel calcolo sconti: il omdulo reportistica applica l'IVA al 22% anche sull'esente. Succede solo con clienti esteri. Gli ordini vengono processati ma con importi errati che vanno ocrretti a mano. Bug funzionale da risolvere per evitare lavoro manuale.,Tecnico,media,50,259,Vulnerabilità security: patch richiesta entro 30gg Anomalia nel calcolo sconti: il omdulo reportistica applica l'IVA al 22% anche sull'esente. Succede solo con clienti esteri. Gli ordini vengono processati ma con importi errati che vanno ocrretti a mano. Bug funzionale da risolvere per evitare lavoro manuale.,vulnerabilità security patch richiesta entro 30gg anomalia nel calcolo sconti il omdulo reportistica applica l iva al 22 anche sull esente succede solo con clienti esteri gli ordini vengono processati ma con importi errati che vanno ocrretti a mano bug funzionale da risolvere per evitare lavoro manuale,45,47,train
156,Analisi: statistiche log magazzino disponibilità,Il job notturno di importazione dati ha saltato 5 record su 1000. problem di validazione sui campi data. I restanti 995 record sono ok. Analizzare i 5 scarti e capire perché il formato data era errato.o,Tecnico,bassa,48,202,Analisi: statistiche log magazzino disponibilità Il job notturno di importazione dati ha saltato 5 record su 1000. problem di validazione sui campi data. I restanti 995 record sono ok. Analizzare i 5 scarti e capire perché il formato data era errato.o,analisi statistiche log magazzino disponibilità il job notturno di importazione dati ha saltato 5 record su 1000 problem di validazione sui campi data i restanti 995 record sono ok analizzare i 5 scarti e capire perché il formato data era errato o,41,42,test
157,Wishlist: estetica interfaccia fatturazione - preventivo,Il sys. sviluppo è completamente bloccato da questa mattina. Impossibile accedere al modulo fatturazione e gestione oridni. Circa 10 utenti bloccati inclusi reparti amministrativi e commerciali. Errore restituito: ERR_CONNECTION_REFUSED. Tutte operazioni business ferme includendo emissione fatture per clienti Pacomio-Trapanese e figli e conferma ordini. Intervento urgentissimo richiesto.,Tecnico,alta,56,390,Wishlist: estetica interfaccia fatturazione - preventivo Il sys. sviluppo è completamente bloccato da questa mattina. Impossibile accedere al modulo fatturazione e gestione oridni. Circa 10 utenti bloccati inclusi reparti amministrativi e commerciali. Errore restituito: ERR_CONNECTION_REFUSED. Tutte operazioni business ferme includendo emissione fatture per clienti Pacomio-Trapanese e figli e conferma ordini. Intervento urgentissimo richiesto.,wishlist estetica interfaccia fatturazione preventivo il sys sviluppo è completamente bloccato da questa mattina impossibile accedere al modulo fatturazione e gestione oridni circa 10 utenti bloccati inclusi reparti amministrativi e commerciali errore restituito err_connection_refused tutte operazioni business ferme includendo emissione fatture per clienti pacomio trapanese e figli e conferma ordini intervento urgentissimo richiesto,53,53,test
158,Segnalazione: glitch grafico sviluppo,Crash critico del modulo vendite durante elaborazione ordini cliente. Il sys si blocca quando si tenta di confermare ordine ORD-39828 per Caasle s.r.l.. Errore 504 impedisce completamento transazioni. Il reparto commerciale non può prcoessare ordini per 407.65. Necessario ripristino immediato servizio su ambiente sviluppo.,Tecnico,alta,37,324,Segnalazione: glitch grafico sviluppo Crash critico del modulo vendite durante elaborazione ordini cliente. Il sys si blocca quando si tenta di confermare ordine ORD-39828 per Caasle s.r.l.. Errore 504 impedisce completamento transazioni. Il reparto commerciale non può prcoessare ordini per 407.65. Necessario ripristino immediato servizio su ambiente sviluppo.,segnalazione glitch grafico sviluppo crash critico del modulo vendite durante elaborazione ordini cliente il sys si blocca quando si tenta di confermare ordine ord 39828 per caasle s r l errore 504 impedisce completamento transazioni il reparto commerciale non può prcoessare ordini per 407 65 necessario ripristino immediato servizio su ambiente sviluppo,48,52,train
159,Pianificazione: upgrade minore v2.3.1 - negoziazione - lieve ordine urgente,"Domanda generica su logica funzionamenot sconti in Linea Premium. Serve per aggiornare il wiki interno e formare i junior. Il sistema funziona come atteso, si richiede solo conferma teorica della formula. Da gestire a tempo perso come attività di knowledge sharing.",Tecnico,alta,75,265,"Pianificazione: upgrade minore v2.3.1 - negoziazione - lieve ordine urgente Domanda generica su logica funzionamenot sconti in Linea Premium. Serve per aggiornare il wiki interno e formare i junior. Il sistema funziona come atteso, si richiede solo conferma teorica della formula. Da gestire a tempo perso come attività di knowledge sharing.",pianificazione upgrade minore v2 3 1 negoziazione lieve ordine urgente domanda generica su logica funzionamenot sconti in linea premium serve per aggiornare il wiki interno e formare i junior il sistema funziona come atteso si richiede solo conferma teorica della formula da gestire a tempo perso come attività di knowledge sharing,51,51,test
160,Roadmap: supporto futuro ERP,Disallineamento giacenze magazzino tra ERP e e-commerce. Alcuni articoli risultano disponibili online ma sono a zero in magazzino. iRschio ordini non veadibili. Forzare una sincronizzazione completa stanotte. - relativo a pagamento per pianificare con bonifico,Tecnico,bassa,28,260,Roadmap: supporto futuro ERP Disallineamento giacenze magazzino tra ERP e e-commerce. Alcuni articoli risultano disponibili online ma sono a zero in magazzino. iRschio ordini non veadibili. Forzare una sincronizzazione completa stanotte. - relativo a pagamento per pianificare con bonifico,roadmap supporto futuro erp disallineamento giacenze magazzino tra erp e e commerce alcuni articoli risultano disponibili online ma sono a zero in magazzino irschio ordini non veadibili forzare una sincronizzazione completa stanotte relativo a pagamento per pianificare con bonifico,39,39,test
161,Blocco inserimento ordini ORD-70791 - errore OutOfMemoryError pagamento - lieve - preventivo,"Timeout sporadici durante l'update delle anagrafiche su ordini. Succede circa 1 volta su 10 tentaitvi. Riprova e funziona. Indice di instabilità del database che va indagata, anche se non blocca il lavoro.",Tecnico,media,92,205,"Blocco inserimento ordini ORD-70791 - errore OutOfMemoryError pagamento - lieve - preventivo Timeout sporadici durante l'update delle anagrafiche su ordini. Succede circa 1 volta su 10 tentaitvi. Riprova e funziona. Indice di instabilità del database che va indagata, anche se non blocca il lavoro.",blocco inserimento ordini ord 70791 errore outofmemoryerror pagamento lieve preventivo timeout sporadici durante l update delle anagrafiche su ordini succede circa 1 volta su 10 tentaitvi riprova e funziona indice di instabilità del database che va indagata anche se non blocca il lavoro,44,43,train
162,Instabilità DB: timeout random su update anagrafiche,Info su messaggio di cortesia in processo ordini. Il testo visualizzato è corretto ma potrebbe essere più getnile. Valutare rewording per prossima release testi. Modifica editoriale di bassa rilveanza tecnica.,Tecnico,media,52,209,Instabilità DB: timeout random su update anagrafiche Info su messaggio di cortesia in processo ordini. Il testo visualizzato è corretto ma potrebbe essere più getnile. Valutare rewording per prossima release testi. Modifica editoriale di bassa rilveanza tecnica.,instabilità db timeout random su update anagrafiche info su messaggio di cortesia in processo ordini il testo visualizzato è corretto ma potrebbe essere più getnile valutare rewording per prossima release testi modifica editoriale di bassa rilveanza tecnica,37,37,train
163,Performance degradate: dashboard impiega 15s (utenti lamentano) per pagamento per pianificare,"Sessione di test esplorativo su ambiente produzione per nuovi assunti. Utilizzo sandbox per prendere confidenza con le funzioni base. Nessun output atteso, solo attività didattica. Non richiede supervisione senior. per negoziazione per suggerimento",Tecnico,media,93,248,"Performance degradate: dashboard impiega 15s (utenti lamentano) per pagamento per pianificare Sessione di test esplorativo su ambiente produzione per nuovi assunti. Utilizzo sandbox per prendere confidenza con le funzioni base. Nessun output atteso, solo attività didattica. Non richiede supervisione senior. per negoziazione per suggerimento",performance degradate dashboard impiega 15s utenti lamentano per pagamento per pianificare sessione di test esplorativo su ambiente produzione per nuovi assunti utilizzo sandbox per prendere confidenza con le funzioni base nessun output atteso solo attività didattica non richiede supervisione senior per negoziazione per suggerimento,44,44,test
